URL,Response,Type
https://www.tpsgc-pwgsc.gc.ca,200,Internal
http://www.tpsgc-pwgsc.gc.ca/comm/ai-in-eng.html,200,Internal
http://www.tpsgc-pwgsc.gc.ca/comm/ms-sm/index-eng.html#list,200,Internal
https://www.tpsgc-pwgsc.gc.ca/ontario/eaux-water/rss-eng.xml,200,Internal
https://www.tpsgc-pwgsc.gc.ca/comm/ms-sm/conditions-terms-linkedin-eng.html,200,Internal
https://www.tpsgc-pwgsc.gc.ca/medias-media/rssrcs-cntcts-eng.html,200,Internal
mailto:tpsgc.rqmedia-qrmedia.pwgsc@tpsgc-pwgsc.gc.ca,,Internal
https://www.tpsgc-pwgsc.gc.ca/medias-media/index-eng.html,200,Internal
https://www.tpsgc-pwgsc.gc.ca/medias-media/rssrcs-cntcts-eng.html#m2,200,Internal
https://www.tpsgc-pwgsc.gc.ca/comm/ms-sm/index-eng.html#list,200,Internal
https://www.tpsgc-pwgsc.gc.ca/comm/ms-sm/index-eng.html#rss,200,Internal
https://www.tpsgc-pwgsc.gc.ca/medias-media/ds/index-ds-eng.html,200,Internal
https://www.tpsgc-pwgsc.gc.ca/medias-media/ds/2017-09-08-00-eng.html,200,Internal
mailto:media@pwgsc-tpsgc.gc.ca,,Internal
https://www.tpsgc-pwgsc.gc.ca/medias-media/dm-ms/dscrs-spchs-eng.html,200,Internal
https://www.tpsgc-pwgsc.gc.ca/medias-media/media-index-eng.html,200,Internal
https://www.tpsgc-pwgsc.gc.ca#MCB,200,Internal
https://www.tpsgc-pwgsc.gc.ca#CC,200,Internal
https://www.tpsgc-pwgsc.gc.ca#AB,200,Internal
https://www.tpsgc-pwgsc.gc.ca#information,200,Internal
https://www.tpsgc-pwgsc.gc.ca#options,200,Internal
https://www.tpsgc-pwgsc.gc.ca#traffic_news,200,Internal
https://www.tpsgc-pwgsc.gc.ca#plan_trip,200,Internal
https://www.tpsgc-pwgsc.gc.ca#Portage,200,Internal
https://www.tpsgc-pwgsc.gc.ca#Macdonald-Cartier,200,Internal
https://www.tpsgc-pwgsc.gc.ca#Chaudiere-Crossing,200,Internal
https://www.tpsgc-pwgsc.gc.ca#Champlain,200,Internal
https://www.tpsgc-pwgsc.gc.ca#Alexandra,200,Internal
https://www.tpsgc-pwgsc.gc.ca#public_notices,200,Internal
https://www.tpsgc-pwgsc.gc.ca#commute,200,Internal
https://www.tpsgc-pwgsc.gc.ca#construction,200,Internal
https://www.tpsgc-pwgsc.gc.ca/medias-media/aam-ma-eng.html,200,Internal
https://www.tpsgc-pwgsc.gc.ca/medias-media/nvlls-nw-eng.html,200,Internal
